Uuid,Void/Retire,Name,Concept Dosage Form,odoo_purchase_uom,odoo_uom,Concept Drug,Strength,odoo_price,odoo_cost,odoo_category,odoo_type,odoo_id,_version:1
e1a312de-18af-4905-a51e-c5e8ed47ffc9,,CIMETIDINE Comprime a 200 mg,Tablet,74ea4fb4-1b15-4530-98b4-eb21865d1a75,74ea4fb4-1b15-4530-98b4-eb21865d1a75,CIMETIDINE,,300,,bahmni_product.categ_saleable_drugs,Stockable Product,e1a312de-18af-4905-a51e-c5e8ed47ffc9,
39266fda-515b-4975-aaa9-20524e27d477,,CIMETIDINE Solution injectable  a 200 mg,Injectable,42709d9b-83d7-4523-90ba-f2e6a52c59e6,42709d9b-83d7-4523-90ba-f2e6a52c59e6,CIMETIDINE,,250,,bahmni_product.categ_saleable_drugs,Stockable Product,39266fda-515b-4975-aaa9-20524e27d477,
58e41940-c732-414c-ad3e-ee5938e96d0d,,CINABAC Comprime a 500 mg,Tablet,74ea4fb4-1b15-4530-98b4-eb21865d1a75,74ea4fb4-1b15-4530-98b4-eb21865d1a75,CIPROFLOXACINE,,1900,,bahmni_product.categ_saleable_drugs,Stockable Product,58e41940-c732-414c-ad3e-ee5938e96d0d,
d4df7924-d575-438f-89d3-4bb1473263e7,,CINABAC Comprime a 250 mg,Tablet,74ea4fb4-1b15-4530-98b4-eb21865d1a75,74ea4fb4-1b15-4530-98b4-eb21865d1a75,CIPROFLOXACINE,,1300,,bahmni_product.categ_saleable_drugs,Stockable Product,d4df7924-d575-438f-89d3-4bb1473263e7,
1cae689e-0e9d-45cb-ae3e-a2755176b41a,,CIPCLAR Sirop a 100 mg/ 5 ml,Syrup,52c5bd1b-7679-45cc-ac8e-1eb8dd92ab7a,52c5bd1b-7679-45cc-ac8e-1eb8dd92ab7a,CARBOCISTEINE,,1000,,bahmni_product.categ_saleable_drugs,Stockable Product,1cae689e-0e9d-45cb-ae3e-a2755176b41a,
9d87bee3-79e2-45d4-9901-5b588ddcbf3b,,CIPLIN DS Comprime a 800 mg/ 160 mg,Tablet,74ea4fb4-1b15-4530-98b4-eb21865d1a75,74ea4fb4-1b15-4530-98b4-eb21865d1a75,SULFAMETHOXAZOL/TRIMETHOPRIME,,300,,bahmni_product.categ_saleable_drugs,Stockable Product,9d87bee3-79e2-45d4-9901-5b588ddcbf3b,
f2b1c209-dc9b-41b3-b8c5-2a8bf8c96a39,,CIPLOX Comprime a 500 mg,Tablet,74ea4fb4-1b15-4530-98b4-eb21865d1a75,74ea4fb4-1b15-4530-98b4-eb21865d1a75,CIPROFLOXACINE,,300,,bahmni_product.categ_saleable_drugs,Stockable Product,f2b1c209-dc9b-41b3-b8c5-2a8bf8c96a39,
bd8a94d2-c616-4133-9715-80204caf5618,,CIPLOX Comprime a 750 mg,Tablet,74ea4fb4-1b15-4530-98b4-eb21865d1a75,74ea4fb4-1b15-4530-98b4-eb21865d1a75,CIPROFLOXACINE,,400,,bahmni_product.categ_saleable_drugs,Stockable Product,bd8a94d2-c616-4133-9715-80204caf5618,
90054ce9-ae95-4d07-b881-d4add2570d12,,CIPRO Solution injectable pour perfusion a 20,Injectable,42709d9b-83d7-4523-90ba-f2e6a52c59e6,42709d9b-83d7-4523-90ba-f2e6a52c59e6,CIPROFLOXACINE,,2400,,bahmni_product.categ_saleable_drugs,Stockable Product,90054ce9-ae95-4d07-b881-d4add2570d12,
e5d0d6f4-456e-4caa-aede-99fd9c5aaa0e,,CIPRO Comprime a 500 mg,Tablet,74ea4fb4-1b15-4530-98b4-eb21865d1a75,74ea4fb4-1b15-4530-98b4-eb21865d1a75,CIPROFLOXACINE,,3100,,bahmni_product.categ_saleable_drugs,Stockable Product,e5d0d6f4-456e-4caa-aede-99fd9c5aaa0e,
46c6304d-67cb-4675-9664-5c5a71b887b1,,CIPRO Comprime a 750 mg,Tablet,74ea4fb4-1b15-4530-98b4-eb21865d1a75,74ea4fb4-1b15-4530-98b4-eb21865d1a75,CIPROFLOXACINE,,4100,,bahmni_product.categ_saleable_drugs,Stockable Product,46c6304d-67cb-4675-9664-5c5a71b887b1,
3584a1d9-dc8b-4fe0-a38f-423fbb77a8e2,,CIPRO DENK Comprime a 500 mg,Tablet,74ea4fb4-1b15-4530-98b4-eb21865d1a75,74ea4fb4-1b15-4530-98b4-eb21865d1a75,CIPROFLOXACINE,,1900,,bahmni_product.categ_saleable_drugs,Stockable Product,3584a1d9-dc8b-4fe0-a38f-423fbb77a8e2,
ad841f83-187f-4bf4-b36f-5ceb8e94eb5a,,"CIPRO Collyre a 0,3 %",Drops,52c5bd1b-7679-45cc-ac8e-1eb8dd92ab7a,52c5bd1b-7679-45cc-ac8e-1eb8dd92ab7a,CIPROFLOXACINE,,850,,bahmni_product.categ_saleable_drugs,Stockable Product,ad841f83-187f-4bf4-b36f-5ceb8e94eb5a,
1c599204-ee08-469f-ab85-f9cad6c8c15a,,CIPROFLOXACINE Solution injectable voie IV,Injectable,42709d9b-83d7-4523-90ba-f2e6a52c59e6,42709d9b-83d7-4523-90ba-f2e6a52c59e6,CIPROFLOXACINE,,750,,bahmni_product.categ_saleable_drugs,Stockable Product,1c599204-ee08-469f-ab85-f9cad6c8c15a,
0f3fe3c7-44fc-4f7f-8594-267dbf450cfc,,CIPROFLOXACINE Comprime a 750 mg,Tablet,74ea4fb4-1b15-4530-98b4-eb21865d1a75,74ea4fb4-1b15-4530-98b4-eb21865d1a75,CIPROFLOXACINE,,4800,,bahmni_product.categ_saleable_drugs,Stockable Product,0f3fe3c7-44fc-4f7f-8594-267dbf450cfc,
9d54c651-d3d4-4033-bbeb-caf33b10ca24,,CIPROLON Comprime a 750 mg,Tablet,74ea4fb4-1b15-4530-98b4-eb21865d1a75,74ea4fb4-1b15-4530-98b4-eb21865d1a75,CIPROFLOXACINE,,2900,,bahmni_product.categ_saleable_drugs,Stockable Product,9d54c651-d3d4-4033-bbeb-caf33b10ca24,
ee0834e9-7bb8-404d-b938-0be1111c15f8,,CIPROLON Comprime pellicule  a 500 mg,Tablet,74ea4fb4-1b15-4530-98b4-eb21865d1a75,74ea4fb4-1b15-4530-98b4-eb21865d1a75,CIPROFLOXACINE,,2500,,bahmni_product.categ_saleable_drugs,Stockable Product,ee0834e9-7bb8-404d-b938-0be1111c15f8,
aac5ee0d-2868-47bb-a6ab-a4404f8a9e64,,CIPRORIV Comprime a 500 mg,Tablet,74ea4fb4-1b15-4530-98b4-eb21865d1a75,74ea4fb4-1b15-4530-98b4-eb21865d1a75,CIPROFLAXACINE,,400,,bahmni_product.categ_saleable_drugs,Stockable Product,aac5ee0d-2868-47bb-a6ab-a4404f8a9e64,
b666c73c-cdf0-426a-9614-be3d11284686,,CITRARGINNE Solution  buvable,Oral Solution,52c5bd1b-7679-45cc-ac8e-1eb8dd92ab7a,52c5bd1b-7679-45cc-ac8e-1eb8dd92ab7a,ARGININE/BETAINE,,2300,,bahmni_product.categ_saleable_drugs,Stockable Product,b666c73c-cdf0-426a-9614-be3d11284686,
a7b99a54-8de9-4d60-89c8-fc1041201afb,,CIVASTINE Comprime Pellicule a 10 mg,Tablet,74ea4fb4-1b15-4530-98b4-eb21865d1a75,74ea4fb4-1b15-4530-98b4-eb21865d1a75,SIMVASTATINE,,2900,,bahmni_product.categ_saleable_drugs,Stockable Product,a7b99a54-8de9-4d60-89c8-fc1041201afb,
e6a036d5-d707-42ac-95a6-76afe0f1477d,,CIVASTINE Comprime Pellicule a 20 mg,Tablet,74ea4fb4-1b15-4530-98b4-eb21865d1a75,74ea4fb4-1b15-4530-98b4-eb21865d1a75,SIMVASTATINE,,2800,,bahmni_product.categ_saleable_drugs,Stockable Product,e6a036d5-d707-42ac-95a6-76afe0f1477d,
eaaa8ee1-0da0-46b3-b616-86d376e00a75,,CIVASTINE Comprime Pellicule a 40 mg,Tablet,74ea4fb4-1b15-4530-98b4-eb21865d1a75,74ea4fb4-1b15-4530-98b4-eb21865d1a75,SIMVASTATINE,,4700,,bahmni_product.categ_saleable_drugs,Stockable Product,eaaa8ee1-0da0-46b3-b616-86d376e00a75,
892ae161-496f-4a67-9a92-76d5f67bd9e5,,CIVASTINE Comprime Pellicule a 20 mg,Tablet,74ea4fb4-1b15-4530-98b4-eb21865d1a75,74ea4fb4-1b15-4530-98b4-eb21865d1a75,SIMVASTATINE,,5000,,bahmni_product.categ_saleable_drugs,Stockable Product,892ae161-496f-4a67-9a92-76d5f67bd9e5,
4b921f91-f367-4494-9e69-a6ee061f361b,,"CLAFORAN Poudre pour solution injectable a 0,5 g",Injectable,42709d9b-83d7-4523-90ba-f2e6a52c59e6,42709d9b-83d7-4523-90ba-f2e6a52c59e6,CEFOTAXIME,,2500,,bahmni_product.categ_saleable_drugs,Stockable Product,4b921f91-f367-4494-9e69-a6ee061f361b,
7075ed35-322d-498b-a2b6-e3514e81de68,,CLAFORAN Poudre pour solution injectable a1 g/,Injectable,42709d9b-83d7-4523-90ba-f2e6a52c59e6,42709d9b-83d7-4523-90ba-f2e6a52c59e6,CEFOTAXIME,,3600,,bahmni_product.categ_saleable_drugs,Stockable Product,7075ed35-322d-498b-a2b6-e3514e81de68,
0049894d-7ef4-4ff6-8eb0-84e677a04271,,CLAFORAN Poudre pour solution injectable a1 g/ 2,Injectable,42709d9b-83d7-4523-90ba-f2e6a52c59e6,42709d9b-83d7-4523-90ba-f2e6a52c59e6,CEFOTAXIME,,3600,,bahmni_product.categ_saleable_drugs,Stockable Product,0049894d-7ef4-4ff6-8eb0-84e677a04271,
5f28a17b-7aef-4b97-bf0d-9d598b2d35cc,,CLAMOXYL Poudre pour suspension buvable a 250,Powder,4d653cbf-5502-4ee8-a470-4ebc9170fda8,4d653cbf-5502-4ee8-a470-4ebc9170fda8,AMOXICILLINE,,550,,bahmni_product.categ_saleable_drugs,Stockable Product,5f28a17b-7aef-4b97-bf0d-9d598b2d35cc,
49075681-8a16-4d71-841b-fa3e4e57bb1c,,CLAMOXYL Gelule a 500 mg,Capsule,57f78dee-f842-4c23-91b8-5d234fd036f7,57f78dee-f842-4c23-91b8-5d234fd036f7,AMOXICILLINE,,700,,bahmni_product.categ_saleable_drugs,Stockable Product,49075681-8a16-4d71-841b-fa3e4e57bb1c,
8992fb21-9d27-4c5d-a4db-e875b8221fcf,,CLAMOXYL Poudre pour suspension buvable a 125,Powder,4d653cbf-5502-4ee8-a470-4ebc9170fda8,4d653cbf-5502-4ee8-a470-4ebc9170fda8,AMOXICILLINE,,400,,bahmni_product.categ_saleable_drugs,Stockable Product,8992fb21-9d27-4c5d-a4db-e875b8221fcf,
45b33609-5807-45aa-9f25-1b60533407c8,,CLAMOXYL Poudre pour solution injectable a 1 g,Injectable,42709d9b-83d7-4523-90ba-f2e6a52c59e6,42709d9b-83d7-4523-90ba-f2e6a52c59e6,AMOXICILLINE,,500,,bahmni_product.categ_saleable_drugs,Stockable Product,45b33609-5807-45aa-9f25-1b60533407c8,
6ea2d141-7173-4cd2-ada4-408934deec1d,,CLAMOXYL Poudre pour suspension buvable a 500,Powder,4d653cbf-5502-4ee8-a470-4ebc9170fda8,4d653cbf-5502-4ee8-a470-4ebc9170fda8,AMOXICILLINE,,750,,bahmni_product.categ_saleable_drugs,Stockable Product,6ea2d141-7173-4cd2-ada4-408934deec1d,
8e7018e1-b54b-4f6f-b5dd-96c50c9f44c9,,CLARITYNE Comprime a 10 mg,Tablet,74ea4fb4-1b15-4530-98b4-eb21865d1a75,74ea4fb4-1b15-4530-98b4-eb21865d1a75,LORATADINE,,1900,,bahmni_product.categ_saleable_drugs,Stockable Product,8e7018e1-b54b-4f6f-b5dd-96c50c9f44c9,
3379147c-36f5-4eec-bf5a-ae7e192f7c2e,,CLAVOR Poudre pour suspension buvable a 1 g,Powder,4d653cbf-5502-4ee8-a470-4ebc9170fda8,4d653cbf-5502-4ee8-a470-4ebc9170fda8,AMOXICILLINE/ACIDE CLAVULINIQUE,,3000,,bahmni_product.categ_saleable_drugs,Stockable Product,3379147c-36f5-4eec-bf5a-ae7e192f7c2e,
00a0e3be-b667-44a9-a34b-f417966ecb12,,CLAVOR Poudre pour suspension buvable a,Powder,4d653cbf-5502-4ee8-a470-4ebc9170fda8,4d653cbf-5502-4ee8-a470-4ebc9170fda8,AMOXICILLINE/ACIDE CLAVULINIQUE,,1800,,bahmni_product.categ_saleable_drugs,Stockable Product,00a0e3be-b667-44a9-a34b-f417966ecb12,
dff7cb8d-4781-4e73-8f2e-32f7f82c5675,,"CLAVOR Comprime a 500/ 62,5 mg",Tablet,74ea4fb4-1b15-4530-98b4-eb21865d1a75,74ea4fb4-1b15-4530-98b4-eb21865d1a75,AMOXICILLINE/ACIDE CLAVULINIQUE,,2000,,bahmni_product.categ_saleable_drugs,Stockable Product,dff7cb8d-4781-4e73-8f2e-32f7f82c5675,
22e20f65-38c4-400d-9bab-35b88e065847,,CLAVULIN Poudre pour suspension buvable a,Powder,4d653cbf-5502-4ee8-a470-4ebc9170fda8,4d653cbf-5502-4ee8-a470-4ebc9170fda8,AMOXICILLINE/ACIDE CLAVULANIQUE,,2800,,bahmni_product.categ_saleable_drugs,Stockable Product,22e20f65-38c4-400d-9bab-35b88e065847,
281d3e58-662c-4a6e-a429-d5dcc48abb0d,,"CLAVULIN Comprime a 500/ 62,5 mg",Tablet,74ea4fb4-1b15-4530-98b4-eb21865d1a75,74ea4fb4-1b15-4530-98b4-eb21865d1a75,AMOXICILLINE/ACIDE CLAVULANIQUE,,3500,,bahmni_product.categ_saleable_drugs,Stockable Product,281d3e58-662c-4a6e-a429-d5dcc48abb0d,
bb2ed9dc-77d2-42f6-9291-00362428f83c,,CLAVULIN Poudre pour suspension buvable a,Powder,4d653cbf-5502-4ee8-a470-4ebc9170fda8,4d653cbf-5502-4ee8-a470-4ebc9170fda8,AMOXICILLINE/ACIDE CLAVULANIQUE,,2800,,bahmni_product.categ_saleable_drugs,Stockable Product,bb2ed9dc-77d2-42f6-9291-00362428f83c,
34a53427-88ee-4d53-a597-72d6acf1f7c6,,CLAVULIN Poudre pour solution Injectable a 1 g/,Injectable,42709d9b-83d7-4523-90ba-f2e6a52c59e6,42709d9b-83d7-4523-90ba-f2e6a52c59e6,AMOXICILLINE/ACIDE CLAVULANIQUE,,1500,,bahmni_product.categ_saleable_drugs,Stockable Product,34a53427-88ee-4d53-a597-72d6acf1f7c6,
9759ea50-70e6-4d94-80ae-7be6402f791d,,CLOFENAC Comprime a 50 mg,Tablet,74ea4fb4-1b15-4530-98b4-eb21865d1a75,74ea4fb4-1b15-4530-98b4-eb21865d1a75,DICLOFENAC,,500,,bahmni_product.categ_saleable_drugs,Stockable Product,9759ea50-70e6-4d94-80ae-7be6402f791d,
6c603683-99fe-4345-a54c-5c07c997243e,,CLOFENAC Comprime a 25 mg,Tablet,74ea4fb4-1b15-4530-98b4-eb21865d1a75,74ea4fb4-1b15-4530-98b4-eb21865d1a75,DICLOFENAC,,300,,bahmni_product.categ_saleable_drugs,Stockable Product,6c603683-99fe-4345-a54c-5c07c997243e,
54e8853a-04a7-445e-b5f5-7f1199f2161b,,CLOFENAC Comprime a 50 mg,Tablet,74ea4fb4-1b15-4530-98b4-eb21865d1a75,74ea4fb4-1b15-4530-98b4-eb21865d1a75,DICLOFENAC,,400,,bahmni_product.categ_saleable_drugs,Stockable Product,54e8853a-04a7-445e-b5f5-7f1199f2161b,
da10af6b-f2c1-4be1-bb4c-e6cdb1a899bb,,CLOFENAC Solution injectable a 75 mg/ 3 ml,Injectable,42709d9b-83d7-4523-90ba-f2e6a52c59e6,42709d9b-83d7-4523-90ba-f2e6a52c59e6,DICLOFENAC,,1000,,bahmni_product.categ_saleable_drugs,Stockable Product,da10af6b-f2c1-4be1-bb4c-e6cdb1a899bb,
345a274a-4ea7-4ddc-ba95-38e42f5ce8fb,,CLOFENAC Gel a 10 mg,Gel,ae89f168-0d9f-4ae4-8aa6-b2f4c27a8e52,ae89f168-0d9f-4ae4-8aa6-b2f4c27a8e52,DICLOFENAC,,400,,bahmni_product.categ_saleable_drugs,Stockable Product,345a274a-4ea7-4ddc-ba95-38e42f5ce8fb,
d6da0b1d-5291-4bc1-a705-a2b30e151f8b,,CLOMID Comprime a 50 mg,Tablet,74ea4fb4-1b15-4530-98b4-eb21865d1a75,74ea4fb4-1b15-4530-98b4-eb21865d1a75,CLOMIFENE,,1500,,bahmni_product.categ_saleable_drugs,Stockable Product,d6da0b1d-5291-4bc1-a705-a2b30e151f8b,
acd97f8b-4354-4f9a-b81d-4bb7b8bea391,,CLOMID Comprime a 50 mg,Tablet,74ea4fb4-1b15-4530-98b4-eb21865d1a75,74ea4fb4-1b15-4530-98b4-eb21865d1a75,CLOMIFENE,,3000,,bahmni_product.categ_saleable_drugs,Stockable Product,acd97f8b-4354-4f9a-b81d-4bb7b8bea391,
7d49f60e-436c-4e7c-9b43-ec1c99ef62a6,,CLOPIX Comprime a 75 mg,Tablet,74ea4fb4-1b15-4530-98b4-eb21865d1a75,74ea4fb4-1b15-4530-98b4-eb21865d1a75,CLOPIDOGREL,,14000,,bahmni_product.categ_saleable_drugs,Stockable Product,7d49f60e-436c-4e7c-9b43-ec1c99ef62a6,
d693f467-8b2c-48aa-8fea-379d7690f820,,CLORACEF Gelule a  a 500 mg,Capsule,57f78dee-f842-4c23-91b8-5d234fd036f7,57f78dee-f842-4c23-91b8-5d234fd036f7,CEFACLOR,,1000,,bahmni_product.categ_saleable_drugs,Stockable Product,d693f467-8b2c-48aa-8fea-379d7690f820,
37b93355-2b0d-44e0-ace3-c8ad1ac90fac,,CLORACEF Sirop a 250 mg/ 5 ml,Syrup,52c5bd1b-7679-45cc-ac8e-1eb8dd92ab7a,52c5bd1b-7679-45cc-ac8e-1eb8dd92ab7a,CEFACLOR,,1250,,bahmni_product.categ_saleable_drugs,Stockable Product,37b93355-2b0d-44e0-ace3-c8ad1ac90fac,
2791dea1-0e65-40bf-9eb5-b3062ea04853,,CLOTRI DENK Creme a  1 %,Cream,0d0b3654-75ab-4315-9264-2ddbb1e9400c,0d0b3654-75ab-4315-9264-2ddbb1e9400c,CLOTRIMAZOLE,,1100,,bahmni_product.categ_saleable_drugs,Stockable Product,2791dea1-0e65-40bf-9eb5-b3062ea04853,
7eaccecc-77ae-4a8a-b059-850e341ae4d3,,CLOTRI-DENK Comprime vaginal,Tablet,74ea4fb4-1b15-4530-98b4-eb21865d1a75,74ea4fb4-1b15-4530-98b4-eb21865d1a75,CLOTRIMAZOLE,,1250,,bahmni_product.categ_saleable_drugs,Stockable Product,7eaccecc-77ae-4a8a-b059-850e341ae4d3,
6caba06c-2f87-490e-b798-5d698553aa71,,CO AMOX Comprime secable a 1 g,Tablet,74ea4fb4-1b15-4530-98b4-eb21865d1a75,74ea4fb4-1b15-4530-98b4-eb21865d1a75,AMOXICILLINE/ACIDE  CLAVULANIQUE,,3000,,bahmni_product.categ_saleable_drugs,Stockable Product,6caba06c-2f87-490e-b798-5d698553aa71,
74da913e-7c4f-4e27-9628-9bbe6f85b82e,,COAMOX- MEPHA Poudre pour suspension buvable a 100,Powder,4d653cbf-5502-4ee8-a470-4ebc9170fda8,4d653cbf-5502-4ee8-a470-4ebc9170fda8,AMOXICILLINE/ACIDE CLAVULANIQUE,,1650,,bahmni_product.categ_saleable_drugs,Stockable Product,74da913e-7c4f-4e27-9628-9bbe6f85b82e,
b1c92145-4a94-4304-aee2-e7ef1469cb34,,COAMOX- MEPHA Poudre pour suspension buvable a 400,Powder,4d653cbf-5502-4ee8-a470-4ebc9170fda8,4d653cbf-5502-4ee8-a470-4ebc9170fda8,AMOXICILLINE/ACIDE CLAVULANIQUE,,2200,,bahmni_product.categ_saleable_drugs,Stockable Product,b1c92145-4a94-4304-aee2-e7ef1469cb34,
d397e402-1b7f-4b13-8048-e5aaedfa9086,,COAPROVEL Comprime pellicule a 150/ 12.5 mg,Tablet,74ea4fb4-1b15-4530-98b4-eb21865d1a75,74ea4fb4-1b15-4530-98b4-eb21865d1a75,IRBESARTAN/HYDROCHLOROTHIAZIDE,,12000,,bahmni_product.categ_saleable_drugs,Stockable Product,d397e402-1b7f-4b13-8048-e5aaedfa9086,
b8448690-0cdd-4454-8956-ad014f294e66,,COAPROVEL Comprime pellicule a 300/ 12.5 mg,Tablet,74ea4fb4-1b15-4530-98b4-eb21865d1a75,74ea4fb4-1b15-4530-98b4-eb21865d1a75,IRBESARTAN/HYDROCHLOROTHIAZIDE,,12000,,bahmni_product.categ_saleable_drugs,Stockable Product,b8448690-0cdd-4454-8956-ad014f294e66,
9241d3af-ee6a-46ad-95a2-73aa29f08694,,CO-ARINATE Comprime a 200/ (500+25) mg,Tablet,74ea4fb4-1b15-4530-98b4-eb21865d1a75,74ea4fb4-1b15-4530-98b4-eb21865d1a75,ARTESUNATE/(SULFAMETHOXYPYRAZIN,,2000,,bahmni_product.categ_saleable_drugs,Stockable Product,9241d3af-ee6a-46ad-95a2-73aa29f08694,
0753c895-d304-411b-a7fb-fa6183410205,,CO-ARINATE Comprime a 100/ (250+12.5) mg,Tablet,74ea4fb4-1b15-4530-98b4-eb21865d1a75,74ea4fb4-1b15-4530-98b4-eb21865d1a75,ARTESUNATE/(SULFAMETHOXYPYRAZIN,,1400,,bahmni_product.categ_saleable_drugs,Stockable Product,0753c895-d304-411b-a7fb-fa6183410205,
d9605fb5-b3f4-4857-88b2-160756a0b230,,COARTEM Comprime a 20/ 120 mg,Tablet,74ea4fb4-1b15-4530-98b4-eb21865d1a75,74ea4fb4-1b15-4530-98b4-eb21865d1a75,ARTESUNATE/LOMEFANTRINE,,600,,bahmni_product.categ_saleable_drugs,Stockable Product,d9605fb5-b3f4-4857-88b2-160756a0b230,
476f6714-0611-42d1-b18e-6921527588f4,,COARTEM Comprimes 20/ 120 mg,Tablet,74ea4fb4-1b15-4530-98b4-eb21865d1a75,74ea4fb4-1b15-4530-98b4-eb21865d1a75,ARTESUNATE/LOMEFANTRINE,,1300,,bahmni_product.categ_saleable_drugs,Stockable Product,476f6714-0611-42d1-b18e-6921527588f4,
cf039a91-6b2e-4adf-91e2-53e8c6eb4cad,,COARTEM Comprime,Tablet,74ea4fb4-1b15-4530-98b4-eb21865d1a75,74ea4fb4-1b15-4530-98b4-eb21865d1a75,ARTESUNATE + LUMEFANTRINE,,2200,,bahmni_product.categ_saleable_drugs,Stockable Product,cf039a91-6b2e-4adf-91e2-53e8c6eb4cad,
4328a5db-c41f-45ad-a613-7a6d21ad107b,,CO-ARTESIANE Poudre pour suspension buvable a 180,Powder,4d653cbf-5502-4ee8-a470-4ebc9170fda8,4d653cbf-5502-4ee8-a470-4ebc9170fda8,ARTHEMETER/LUMEFANTRINE,,2200,,bahmni_product.categ_saleable_drugs,Stockable Product,4328a5db-c41f-45ad-a613-7a6d21ad107b,
8e2fbf2c-fb9e-4af5-bac4-1b8dbe849a2e,,CODOLIPRANE Comprime secable a 400/ 20 mg,Tablet,74ea4fb4-1b15-4530-98b4-eb21865d1a75,74ea4fb4-1b15-4530-98b4-eb21865d1a75,PARACETAMOL/CODEINE,,800,,bahmni_product.categ_saleable_drugs,Stockable Product,8e2fbf2c-fb9e-4af5-bac4-1b8dbe849a2e,
ba750b0d-7238-40e1-a8a0-83a8173fa7dc,,COLART Comprime  a 20/ 120 mg,Tablet,74ea4fb4-1b15-4530-98b4-eb21865d1a75,74ea4fb4-1b15-4530-98b4-eb21865d1a75,ARTEMETHER/LUMEFANTRINE,,1250,,bahmni_product.categ_saleable_drugs,Stockable Product,ba750b0d-7238-40e1-a8a0-83a8173fa7dc,
2f53e517-7946-4c20-86fb-cb1311dd52d7,,COLART Comprime  a 20/ 120 mg,Tablet,74ea4fb4-1b15-4530-98b4-eb21865d1a75,74ea4fb4-1b15-4530-98b4-eb21865d1a75,ARTEMETHER/LUMEFANTRINE,,1550,,bahmni_product.categ_saleable_drugs,Stockable Product,2f53e517-7946-4c20-86fb-cb1311dd52d7,
76c28f6b-7adf-41a3-999f-286fd395a549,,COLCHIMAX Comprime,Tablet,74ea4fb4-1b15-4530-98b4-eb21865d1a75,74ea4fb4-1b15-4530-98b4-eb21865d1a75,COLCHICINE,,1700,,bahmni_product.categ_saleable_drugs,Stockable Product,76c28f6b-7adf-41a3-999f-286fd395a549,
638f8f0f-9dc1-40fb-a64a-423ab5a6bd6f,,COLESTOP Comprime pellicule a 10 mg,Tablet,74ea4fb4-1b15-4530-98b4-eb21865d1a75,74ea4fb4-1b15-4530-98b4-eb21865d1a75,ATORVASTATINE,,3700,,bahmni_product.categ_saleable_drugs,Stockable Product,638f8f0f-9dc1-40fb-a64a-423ab5a6bd6f,
7f39cbb4-33cb-4d58-8ee3-90fdf9ca4445,,COLESTOP Comprime pellicule a 20 mg,Tablet,74ea4fb4-1b15-4530-98b4-eb21865d1a75,74ea4fb4-1b15-4530-98b4-eb21865d1a75,ATORVASTATINE,,5600,,bahmni_product.categ_saleable_drugs,Stockable Product,7f39cbb4-33cb-4d58-8ee3-90fdf9ca4445,
759f127e-88f0-4b81-bc31-e4bd0a66a0a6,,"COLLU - HEXTRIL Spray a 0,20 g/100 ml",Spray,52c5bd1b-7679-45cc-ac8e-1eb8dd92ab7a,52c5bd1b-7679-45cc-ac8e-1eb8dd92ab7a,HEXETIDINE,,1100,,bahmni_product.categ_saleable_drugs,Stockable Product,759f127e-88f0-4b81-bc31-e4bd0a66a0a6,
764d68b8-807b-4a94-bf1d-3792e906f588,,"COLLUNOVAR Collutoire a 0,11 %",Oral Solution,52c5bd1b-7679-45cc-ac8e-1eb8dd92ab7a,52c5bd1b-7679-45cc-ac8e-1eb8dd92ab7a,CHLORHEXIDINE,,940,,bahmni_product.categ_saleable_drugs,Stockable Product,764d68b8-807b-4a94-bf1d-3792e906f588,
f8277397-e902-4816-a777-f11a52698ae9,,"COLLUNOVAR Collutoire a 0,11 %",Oral Solution,52c5bd1b-7679-45cc-ac8e-1eb8dd92ab7a,52c5bd1b-7679-45cc-ac8e-1eb8dd92ab7a,CHLORHEXIDINE,,1200,,bahmni_product.categ_saleable_drugs,Stockable Product,f8277397-e902-4816-a777-f11a52698ae9,
8cd44e2d-3b4f-4b4c-bfd0-d16888fffafc,,COLLYRE BLEU LAITER Collyre a 20/ 50 mg/ 100 ml,Drops,52c5bd1b-7679-45cc-ac8e-1eb8dd92ab7a,52c5bd1b-7679-45cc-ac8e-1eb8dd92ab7a,METHYLTHIONINIUM/NAPHAZOLINE,,700,,bahmni_product.categ_saleable_drugs,Stockable Product,8cd44e2d-3b4f-4b4c-bfd0-d16888fffafc,
0fa85df1-1c5d-4e11-8436-7dccf4374d17,,COLPOSEPTINE Comprime vaginal a 200/10 mg,Tablet,74ea4fb4-1b15-4530-98b4-eb21865d1a75,74ea4fb4-1b15-4530-98b4-eb21865d1a75,CHLORQUINALDOL/PROMESTRIENE,,1650,,bahmni_product.categ_saleable_drugs,Stockable Product,0fa85df1-1c5d-4e11-8436-7dccf4374d17,
af0b3760-c83c-4845-a261-f0aefddf5ad6,,COLPOTROPHINE Capsule gynecologique,Capsule,57f78dee-f842-4c23-91b8-5d234fd036f7,57f78dee-f842-4c23-91b8-5d234fd036f7,PROMESTRIENE,,1150,,bahmni_product.categ_saleable_drugs,Stockable Product,af0b3760-c83c-4845-a261-f0aefddf5ad6,
48c33ce0-1748-406d-9c25-1d191c3dddc4,,COLPOTROPHINE Creme gynecologique,Cream,0d0b3654-75ab-4315-9264-2ddbb1e9400c,0d0b3654-75ab-4315-9264-2ddbb1e9400c,PROMESTRIENE,,1450,,bahmni_product.categ_saleable_drugs,Stockable Product,48c33ce0-1748-406d-9c25-1d191c3dddc4,
